country,country_code_2_digit,country_code_3_digit,population,reported_date,icu_occupancy_count,hospital_occupancy_count,source
Finland,FI,FIN,5517919,2020-06-10,4,28,External_Github
France,FR,FRA,67012883,2020-06-10,904,11632,Country_Website
Hungary,HU,HUN,9772756,2020-06-10,20,344,JRC
Iceland,IS,ISL,356991,2020-06-10,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-10,29,102,Country_Website
Italy,IT,ITA,60359546,2020-06-10,249,4569,Country_Github
Latvia,LV,LVA,1919968,2020-06-10,,11,Surveillance
Luxembourg,LU,LUX,613894,2020-06-10,1,17,Country_Website
Netherlands,NL,NLD,17282163,2020-06-10,111,,Other Website
Norway,NO,NOR,5328212,2020-06-10,,18,Country_API
Poland,PL,POL,37972812,2020-06-10,,1993,Surveillance
Portugal,PT,PRT,10276617,2020-06-10,70,417,Country_Website
Romania,RO,ROU,19414458,2020-06-10,150,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-10,,28,JRC
Slovenia,SI,SVN,2080908,2020-06-10,0,6,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-10,,4969,Country_Website
Austria,AT,AUT,8858775,2020-06-09,19,84,Country_Website
Belgium,BE,BEL,11455519,2020-06-09,102,527,Country_Website
Ireland,IE,IRL,4904240,2020-06-05,37,139,Country_Website
Italy,IT,ITA,60359546,2020-06-05,316,5617,Country_Github
Latvia,LV,LVA,1919968,2020-06-05,,10,Surveillance
Luxembourg,LU,LUX,613894,2020-06-05,1,19,Country_Website
Netherlands,NL,NLD,17282163,2020-06-05,126,,Other Website
Norway,NO,NOR,5328212,2020-06-05,,22,Country_API
Poland,PL,POL,37972812,2020-06-05,,2085,Surveillance
Portugal,PT,PRT,10276617,2020-06-05,64,475,Country_Website
Romania,RO,ROU,19414458,2020-06-05,152,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-05,,39,JRC
Slovenia,SI,SVN,2080908,2020-06-05,0,6,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-05,,5840,Country_Website
Austria,AT,AUT,8858775,2020-06-04,22,87,Country_Website
Belgium,BE,BEL,11455519,2020-06-04,137,702,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-04,8,141,External_Github
Croatia,HR,HRV,4076246,2020-06-04,,15,Country_Website
Czechia,CZ,CZE,10649800,2020-06-04,9,59,Country_Website
Denmark,DK,DNK,5806081,2020-06-04,17,97,Country_Website
Estonia,EE,EST,1324820,2020-06-04,1,17,Country_API
Finland,FI,FIN,5517919,2020-06-04,7,50,External_Github
France,FR,FRA,67012883,2020-06-04,1133,13054,Country_Website
Hungary,HU,HUN,9772756,2020-06-04,24,406,JRC
Iceland,IS,ISL,356991,2020-06-04,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-04,36,154,Country_Website
Italy,IT,ITA,60359546,2020-06-04,338,5841,Country_Github
Austria,AT,AUT,8858775,2020-07-30,18,105,Country_Website
Belgium,BE,BEL,11455519,2020-07-30,42,267,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-30,37,722,External_Github
Croatia,HR,HRV,4076246,2020-07-30,,130,Country_Website
Czechia,CZ,CZE,10649800,2020-07-30,20,118,Country_Website
Denmark,DK,DNK,5806081,2020-07-30,3,18,Country_Website
Estonia,EE,EST,1324820,2020-07-30,1,4,Country_API
France,FR,FRA,67012883,2020-07-30,357,5334,Country_Website
Hungary,HU,HUN,9772756,2020-07-30,6,76,JRC
Ireland,IE,IRL,4904240,2020-07-30,4,6,Country_Website
Italy,IT,ITA,60359546,2020-07-30,47,795,Country_Github
Latvia,LV,LVA,1919968,2020-07-30,,5,Surveillance
Luxembourg,LU,LUX,613894,2020-07-30,7,55,Country_Website
Netherlands,NL,NLD,17282163,2020-07-30,25,,Other Website
Norway,NO,NOR,5328212,2020-07-30,,6,Country_API
Poland,PL,POL,37972812,2020-07-30,,1694,Country_Website
Portugal,PT,PRT,10276617,2020-07-30,42,403,Country_Website
Romania,RO,ROU,19414458,2020-07-30,402,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-30,,25,JRC
Slovenia,SI,SVN,2080908,2020-07-30,5,22,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-30,,1243,Country_Website
Austria,AT,AUT,8858775,2020-07-29,20,94,Country_Website
Belgium,BE,BEL,11455519,2020-07-29,47,263,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-29,40,699,External_Github
Croatia,HR,HRV,4076246,2020-07-29,,132,Country_Website
Latvia,LV,LVA,1919968,2020-09-11,,10,Country_Website
Luxembourg,LU,LUX,613894,2020-09-11,0,17,Country_Website
Netherlands,NL,NLD,17282163,2020-09-11,54,,Other Website
Norway,NO,NOR,5328212,2020-09-11,,16,Country_API
Poland,PL,POL,37972812,2020-09-11,,1957,Country_Website
Portugal,PT,PRT,10276617,2020-09-11,54,404,Country_Website
Romania,RO,ROU,19414458,2020-09-11,478,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-11,,117,JRC
Slovenia,SI,SVN,2080908,2020-09-11,6,27,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-11,,734,Country_Website
Austria,AT,AUT,8858775,2020-09-10,39,205,Country_Website
Belgium,BE,BEL,11455519,2020-09-10,65,249,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-10,60,753,External_Github
Croatia,HR,HRV,4076246,2020-09-10,,320,Country_Website
Czechia,CZ,CZE,10649800,2020-09-10,65,264,Country_Website
Denmark,DK,DNK,5806081,2020-09-10,5,35,Country_Website
Estonia,EE,EST,1324820,2020-09-10,2,13,Country_API
France,FR,FRA,67012883,2020-09-10,608,5077,Country_Website
Hungary,HU,HUN,9772756,2020-09-10,11,234,JRC
Ireland,IE,IRL,4904240,2020-09-10,7,49,Country_Website
Italy,IT,ITA,60359546,2020-09-10,164,2000,Country_Github
Latvia,LV,LVA,1919968,2020-09-10,,9,Country_Website
Luxembourg,LU,LUX,613894,2020-09-10,1,21,Country_Website
Netherlands,NL,NLD,17282163,2020-09-10,49,,Other Website
Norway,NO,NOR,5328212,2020-09-10,,11,Country_API
Bulgaria,BG,BGR,7000039,2020-08-06,44,872,External_Github
Croatia,HR,HRV,4076246,2020-08-06,,110,Country_Website
Czechia,CZ,CZE,10649800,2020-08-06,14,106,Country_Website
Denmark,DK,DNK,5806081,2020-08-06,2,24,Country_Website
Estonia,EE,EST,1324820,2020-08-06,1,9,Country_API
France,FR,FRA,67012883,2020-08-06,366,5019,Country_Website
Hungary,HU,HUN,9772756,2020-08-06,8,74,JRC
Iceland,IS,ISL,356991,2020-08-06,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-06,5,10,Country_Website
Italy,IT,ITA,60359546,2020-08-06,42,804,Country_Github
Latvia,LV,LVA,1919968,2020-08-06,,6,Surveillance
Luxembourg,LU,LUX,613894,2020-08-06,6,48,Country_Website
Netherlands,NL,NLD,17282163,2020-08-06,35,,Other Website
Norway,NO,NOR,5328212,2020-08-06,,14,Country_API
Poland,PL,POL,37972812,2020-08-06,,1913,Country_Website
Portugal,PT,PRT,10276617,2020-08-06,42,369,Country_Website
Romania,RO,ROU,19414458,2020-08-06,458,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-06,,29,JRC
Slovenia,SI,SVN,2080908,2020-08-06,3,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-06,,1081,Country_Website
Austria,AT,AUT,8858775,2020-08-05,25,115,Country_Website
Belgium,BE,BEL,11455519,2020-08-05,61,293,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-05,41,847,External_Github
Croatia,HR,HRV,4076246,2020-08-05,,111,Country_Website
Czechia,CZ,CZE,10649800,2020-08-05,15,111,Country_Website
Estonia,EE,EST,1324820,2020-05-15,6,39,Country_API
Finland,FI,FIN,5517919,2020-05-15,32,118,External_Github
France,FR,FRA,67012883,2020-05-15,2162,19801,Country_Website
Hungary,HU,HUN,9772756,2020-05-15,46,614,JRC
Iceland,IS,ISL,356991,2020-05-15,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-15,56,419,Country_Website
Italy,IT,ITA,60359546,2020-05-15,808,11600,Country_Github
Latvia,LV,LVA,1919968,2020-05-15,,28,Surveillance
Luxembourg,LU,LUX,613894,2020-05-15,16,66,Country_Website
Malta,MT,MLT,493559,2020-05-15,0,,Surveillance
Netherlands,NL,NLD,17282163,2020-05-15,343,,Other Website
Norway,NO,NOR,5328212,2020-05-15,,58,Country_API
Poland,PL,POL,37972812,2020-05-15,,2579,Surveillance
Portugal,PT,PRT,10276617,2020-05-15,112,673,Country_Website
Romania,RO,ROU,19414458,2020-05-15,219,,Country_Website
Slovakia,SK,SVK,5450421,2020-05-15,,116,JRC
Slovenia,SI,SVN,2080908,2020-05-15,7,29,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-15,,9486,Country_Website
Austria,AT,AUT,8858775,2020-05-14,54,234,Country_Website
Belgium,BE,BEL,11455519,2020-05-14,380,1862,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-14,51,365,External_Github
Croatia,HR,HRV,4076246,2020-05-14,,146,Country_Website
Czechia,CZ,CZE,10649800,2020-05-14,35,128,Country_Website
Denmark,DK,DNK,5806081,2020-05-14,35,147,Country_Website
Estonia,EE,EST,1324820,2020-05-14,6,41,Country_API
Latvia,LV,LVA,1919968,2020-08-26,,3,Country_Website
Luxembourg,LU,LUX,613894,2020-08-26,2,27,Country_Website
Netherlands,NL,NLD,17282163,2020-08-26,43,,Other Website
Norway,NO,NOR,5328212,2020-08-26,,17,Country_API
Poland,PL,POL,37972812,2020-08-26,,2170,Country_Website
Portugal,PT,PRT,10276617,2020-08-26,38,311,Country_Website
Romania,RO,ROU,19414458,2020-08-26,502,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-26,,70,JRC
Slovenia,SI,SVN,2080908,2020-08-26,0,20,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-26,,776,Country_Website
Austria,AT,AUT,8858775,2020-08-25,23,137,Country_Website
Belgium,BE,BEL,11455519,2020-08-25,85,282,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-25,65,714,External_Github
Croatia,HR,HRV,4076246,2020-08-25,,167,Country_Website
Czechia,CZ,CZE,10649800,2020-08-25,32,131,Country_Website
Denmark,DK,DNK,5806081,2020-08-25,3,21,Country_Website
Estonia,EE,EST,1324820,2020-08-25,0,10,Country_API
France,FR,FRA,67012883,2020-08-25,401,4578,Country_Website
Hungary,HU,HUN,9772756,2020-08-25,7,57,JRC
Iceland,IS,ISL,356991,2020-08-25,0,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-25,4,26,Country_Website
Italy,IT,ITA,60359546,2020-08-25,66,1124,Country_Github
Latvia,LV,LVA,1919968,2020-08-25,,4,Country_Website
Luxembourg,LU,LUX,613894,2020-08-25,2,33,Country_Website
Netherlands,NL,NLD,17282163,2020-08-25,45,,Other Website
Luxembourg,LU,LUX,613894,2020-07-12,4,38,Country_Website
Netherlands,NL,NLD,17282163,2020-07-12,29,,Other Website
Poland,PL,POL,37972812,2020-07-12,,1610,Surveillance
Portugal,PT,PRT,10276617,2020-07-12,64,462,Country_Website
Romania,RO,ROU,19414458,2020-07-12,243,,Country_Website
Slovakia,SK,SVK,5450421,2020-07-12,,13,JRC
Slovenia,SI,SVN,2080908,2020-07-12,1,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-12,,1955,Country_Website
Austria,AT,AUT,8858775,2020-07-11,9,77,Country_Website
Belgium,BE,BEL,11455519,2020-07-11,28,132,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-11,32,516,External_Github
Croatia,HR,HRV,4076246,2020-07-11,,124,Country_Website
Czechia,CZ,CZE,10649800,2020-07-11,14,63,Country_Website
Denmark,DK,DNK,5806081,2020-07-11,5,15,Country_Website
Estonia,EE,EST,1324820,2020-07-11,2,4,Country_API
France,FR,FRA,67012883,2020-07-11,470,6995,Country_Website
Hungary,HU,HUN,9772756,2020-07-11,5,129,JRC
Iceland,IS,ISL,356991,2020-07-11,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-07-11,10,13,Country_Website
Italy,IT,ITA,60359546,2020-07-11,67,893,Country_Github
Latvia,LV,LVA,1919968,2020-07-11,,3,Surveillance
Luxembourg,LU,LUX,613894,2020-07-11,3,36,Country_Website
Netherlands,NL,NLD,17282163,2020-07-11,28,,Other Website
Poland,PL,POL,37972812,2020-07-11,,1617,Surveillance
Portugal,PT,PRT,10276617,2020-07-11,68,459,Country_Website
Luxembourg,LU,LUX,613894,2020-06-15,2,15,Country_Website
Netherlands,NL,NLD,17282163,2020-06-15,100,,Other Website
Norway,NO,NOR,5328212,2020-06-15,,18,Country_API
Poland,PL,POL,37972812,2020-06-15,,1736,Surveillance
Portugal,PT,PRT,10276617,2020-06-15,73,431,Country_Website
Romania,RO,ROU,19414458,2020-06-15,175,,Country_Website
Slovakia,SK,SVK,5450421,2020-06-15,,24,JRC
Slovenia,SI,SVN,2080908,2020-06-15,1,7,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-15,,4487,Country_Website
Austria,AT,AUT,8858775,2020-06-14,12,69,Country_Website
Belgium,BE,BEL,11455519,2020-06-14,85,400,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-14,16,247,External_Github
Croatia,HR,HRV,4076246,2020-06-14,,7,Country_Website
Czechia,CZ,CZE,10649800,2020-06-14,10,68,Country_Website
Denmark,DK,DNK,5806081,2020-06-14,9,49,Country_Website
Estonia,EE,EST,1324820,2020-06-14,1,15,Country_API
Finland,FI,FIN,5517919,2020-06-14,1,26,External_Github
France,FR,FRA,67012883,2020-06-14,841,10836,Country_Website
Hungary,HU,HUN,9772756,2020-06-14,20,275,JRC
Iceland,IS,ISL,356991,2020-06-14,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-14,27,81,Country_Website
Italy,IT,ITA,60359546,2020-06-14,209,3803,Country_Github
Latvia,LV,LVA,1919968,2020-06-14,,7,Surveillance
Luxembourg,LU,LUX,613894,2020-06-14,1,11,Country_Website
Netherlands,NL,NLD,17282163,2020-06-14,101,,Other Website
Bulgaria,BG,BGR,7000039,2020-06-09,15,152,External_Github
Croatia,HR,HRV,4076246,2020-06-09,,6,Country_Website
Czechia,CZ,CZE,10649800,2020-06-09,9,62,Country_Website
Denmark,DK,DNK,5806081,2020-06-09,15,73,Country_Website
Estonia,EE,EST,1324820,2020-06-09,0,16,Country_API
Finland,FI,FIN,5517919,2020-06-09,4,28,External_Github
France,FR,FRA,67012883,2020-06-09,926,11915,Country_Website
Hungary,HU,HUN,9772756,2020-06-09,20,365,JRC
Iceland,IS,ISL,356991,2020-06-09,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-09,35,110,Country_Website
Italy,IT,ITA,60359546,2020-06-09,263,4844,Country_Github
Latvia,LV,LVA,1919968,2020-06-09,,12,Surveillance
Luxembourg,LU,LUX,613894,2020-06-09,1,17,Country_Website
Netherlands,NL,NLD,17282163,2020-06-09,114,,Other Website
Norway,NO,NOR,5328212,2020-06-09,,21,Country_API
Poland,PL,POL,37972812,2020-06-09,,2039,Surveillance
Portugal,PT,PRT,10276617,2020-06-09,65,394,Country_Website
Slovakia,SK,SVK,5450421,2020-06-09,,28,JRC
Slovenia,SI,SVN,2080908,2020-06-09,0,6,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-09,,5227,Country_Website
Austria,AT,AUT,8858775,2020-06-08,17,82,Country_Website
Belgium,BE,BEL,11455519,2020-06-08,115,575,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-08,12,158,External_Github
Croatia,HR,HRV,4076246,2020-06-08,,10,Country_Website
Czechia,CZ,CZE,10649800,2020-06-08,9,59,Country_Website
Latvia,LV,LVA,1919968,2020-06-04,,10,Surveillance
Luxembourg,LU,LUX,613894,2020-06-04,1,19,Country_Website
Netherlands,NL,NLD,17282163,2020-06-04,128,,Other Website
Norway,NO,NOR,5328212,2020-06-04,,29,Country_API
Poland,PL,POL,37972812,2020-06-04,,2102,Surveillance
Portugal,PT,PRT,10276617,2020-06-04,58,445,Country_Website
Slovakia,SK,SVK,5450421,2020-06-04,,32,JRC
Slovenia,SI,SVN,2080908,2020-06-04,0,5,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-04,,5995,Country_Website
Austria,AT,AUT,8858775,2020-06-03,21,87,Country_Website
Belgium,BE,BEL,11455519,2020-06-03,145,739,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-03,9,132,External_Github
Croatia,HR,HRV,4076246,2020-06-03,,17,Country_Website
Czechia,CZ,CZE,10649800,2020-06-03,10,64,Country_Website
Denmark,DK,DNK,5806081,2020-06-03,20,100,Country_Website
Estonia,EE,EST,1324820,2020-06-03,1,21,Country_API
Finland,FI,FIN,5517919,2020-06-03,7,51,External_Github
France,FR,FRA,67012883,2020-06-03,1179,13465,Country_Website
Hungary,HU,HUN,9772756,2020-06-03,24,414,JRC
Iceland,IS,ISL,356991,2020-06-03,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-03,37,166,Country_Website
Italy,IT,ITA,60359546,2020-06-03,353,6095,Country_Github
Latvia,LV,LVA,1919968,2020-06-03,,11,Surveillance
Luxembourg,LU,LUX,613894,2020-06-03,3,21,Country_Website
Netherlands,NL,NLD,17282163,2020-06-03,130,,Other Website
Ireland,IE,IRL,4904240,2020-09-04,7,44,Country_Website
Italy,IT,ITA,60359546,2020-09-04,121,1728,Country_Github
Latvia,LV,LVA,1919968,2020-09-04,,6,Country_Website
Luxembourg,LU,LUX,613894,2020-09-04,0,10,Country_Website
Netherlands,NL,NLD,17282163,2020-09-04,45,,Other Website
Norway,NO,NOR,5328212,2020-09-04,,16,Country_API
Poland,PL,POL,37972812,2020-09-04,,2179,Country_Website
Portugal,PT,PRT,10276617,2020-09-04,40,339,Country_Website
Romania,RO,ROU,19414458,2020-09-04,485,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-04,,92,JRC
Slovenia,SI,SVN,2080908,2020-09-04,3,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-04,,788,Country_Website
Austria,AT,AUT,8858775,2020-09-03,29,161,Country_Website
Belgium,BE,BEL,11455519,2020-09-03,58,209,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-03,63,758,External_Github
Croatia,HR,HRV,4076246,2020-09-03,,269,Country_Website
Czechia,CZ,CZE,10649800,2020-09-03,44,190,Country_Website
Denmark,DK,DNK,5806081,2020-09-03,3,17,Country_Website
Estonia,EE,EST,1324820,2020-09-03,0,9,Country_API
France,FR,FRA,67012883,2020-09-03,458,4625,Country_Website
Hungary,HU,HUN,9772756,2020-09-03,7,100,JRC
Iceland,IS,ISL,356991,2020-09-03,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-09-03,7,40,Country_Website
Italy,IT,ITA,60359546,2020-09-03,120,1625,Country_Github
Latvia,LV,LVA,1919968,2020-09-03,,7,Country_Website
Ireland,IE,IRL,4904240,2020-08-27,5,29,Country_Website
Italy,IT,ITA,60359546,2020-08-27,67,1198,Country_Github
Latvia,LV,LVA,1919968,2020-08-27,,5,Country_Website
Luxembourg,LU,LUX,613894,2020-08-27,2,30,Country_Website
Netherlands,NL,NLD,17282163,2020-08-27,43,,Other Website
Norway,NO,NOR,5328212,2020-08-27,,17,Country_API
Poland,PL,POL,37972812,2020-08-27,,2185,Country_Website
Portugal,PT,PRT,10276617,2020-08-27,35,317,Country_Website
Romania,RO,ROU,19414458,2020-08-27,492,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-27,,72,JRC
Slovenia,SI,SVN,2080908,2020-08-27,1,23,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-27,,787,Country_Website
Austria,AT,AUT,8858775,2020-08-26,23,141,Country_Website
Belgium,BE,BEL,11455519,2020-08-26,81,260,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-26,64,715,External_Github
Croatia,HR,HRV,4076246,2020-08-26,,174,Country_Website
Czechia,CZ,CZE,10649800,2020-08-26,34,134,Country_Website
Denmark,DK,DNK,5806081,2020-08-26,3,19,Country_Website
Estonia,EE,EST,1324820,2020-08-26,0,10,Country_API
Finland,FI,FIN,5517919,2020-08-26,1,5,External_Github
France,FR,FRA,67012883,2020-08-26,373,4535,Country_Website
Hungary,HU,HUN,9772756,2020-08-26,7,64,JRC
Iceland,IS,ISL,356991,2020-08-26,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-26,4,26,Country_Website
Italy,IT,ITA,60359546,2020-08-26,69,1124,Country_Github
Austria,AT,AUT,8858775,2020-08-07,25,118,Country_Website
Belgium,BE,BEL,11455519,2020-08-07,69,285,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-07,47,874,External_Github
Croatia,HR,HRV,4076246,2020-08-07,,122,Country_Website
Czechia,CZ,CZE,10649800,2020-08-07,16,106,Country_Website
Denmark,DK,DNK,5806081,2020-08-07,2,25,Country_Website
Estonia,EE,EST,1324820,2020-08-07,1,8,Country_API
Finland,FI,FIN,5517919,2020-08-07,0,3,External_Github
France,FR,FRA,67012883,2020-08-07,359,4970,Country_Website
Hungary,HU,HUN,9772756,2020-08-07,6,72,JRC
Iceland,IS,ISL,356991,2020-08-07,1,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-07,5,11,Country_Website
Italy,IT,ITA,60359546,2020-08-07,42,821,Country_Github
Latvia,LV,LVA,1919968,2020-08-07,,5,Surveillance
Luxembourg,LU,LUX,613894,2020-08-07,8,49,Country_Website
Netherlands,NL,NLD,17282163,2020-08-07,35,,Other Website
Norway,NO,NOR,5328212,2020-08-07,,15,Country_API
Poland,PL,POL,37972812,2020-08-07,,1928,Country_Website
Portugal,PT,PRT,10276617,2020-08-07,36,356,Country_Website
Romania,RO,ROU,19414458,2020-08-07,446,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-07,,41,JRC
Slovenia,SI,SVN,2080908,2020-08-07,4,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-07,,1013,Country_Website
Austria,AT,AUT,8858775,2020-08-06,25,117,Country_Website
Belgium,BE,BEL,11455519,2020-08-06,65,278,Country_Website
Finland,FI,FIN,5517919,2020-05-26,11,95,External_Github
France,FR,FRA,67012883,2020-05-26,1519,16209,Country_Website
Hungary,HU,HUN,9772756,2020-05-26,27,436,JRC
Iceland,IS,ISL,356991,2020-05-26,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-26,48,287,Country_Website
Italy,IT,ITA,60359546,2020-05-26,521,8438,Country_Github
Latvia,LV,LVA,1919968,2020-05-26,,25,Surveillance
Luxembourg,LU,LUX,613894,2020-05-26,5,43,Country_Website
Malta,MT,MLT,493559,2020-05-26,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-05-26,190,,Other Website
Norway,NO,NOR,5328212,2020-05-26,,37,Country_API
Poland,PL,POL,37972812,2020-05-26,,2171,Surveillance
Portugal,PT,PRT,10276617,2020-05-26,71,513,Country_Website
Romania,RO,ROU,19414458,2020-05-26,181,,Country_Website
Slovakia,SK,SVK,5450421,2020-05-26,,64,JRC
Slovenia,SI,SVN,2080908,2020-05-26,2,9,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-26,,7789,Country_Website
Austria,AT,AUT,8858775,2020-05-25,31,139,Country_Website
Belgium,BE,BEL,11455519,2020-05-25,249,1304,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-25,20,235,External_Github
Croatia,HR,HRV,4076246,2020-05-25,,78,Country_Website
Czechia,CZ,CZE,10649800,2020-05-25,20,91,Country_Website
Denmark,DK,DNK,5806081,2020-05-25,20,116,Country_Website
Estonia,EE,EST,1324820,2020-05-25,5,37,Country_API
Finland,FI,FIN,5517919,2020-05-25,18,104,External_Github
Romania,RO,ROU,19414458,2020-03-20,11,,Country_Website
Slovenia,SI,SVN,2080908,2020-03-20,8,46,Country_Github
Belgium,BE,BEL,11455519,2020-03-19,165,844,Country_Website
Czechia,CZ,CZE,10649800,2020-03-19,6,56,Country_Website
Denmark,DK,DNK,5806081,2020-03-19,30,153,Country_Website
Estonia,EE,EST,1324820,2020-03-19,0,,Surveillance
Estonia,EE,EST,1324820,2020-03-19,,20,Country_API
France,FR,FRA,67012883,2020-03-19,1002,4073,Country_Website
Iceland,IS,ISL,356991,2020-03-19,1,6,Country_Website
Ireland,IE,IRL,4904240,2020-03-19,,98,Country_Website
Italy,IT,ITA,60359546,2020-03-19,2498,18255,Country_Github
Luxembourg,LU,LUX,613894,2020-03-19,0,1,Country_Website
Malta,MT,MLT,493559,2020-03-19,0,,Surveillance
Netherlands,NL,NLD,17282163,2020-03-19,288,,Other Website
Norway,NO,NOR,5328212,2020-03-19,,102,Country_API
Portugal,PT,PRT,10276617,2020-03-19,20,89,Country_Website
Romania,RO,ROU,19414458,2020-03-19,6,,Country_Website
Slovenia,SI,SVN,2080908,2020-03-19,7,47,Country_Github
Belgium,BE,BEL,11455519,2020-03-18,131,650,Country_Website
Czechia,CZ,CZE,10649800,2020-03-18,5,50,Country_Website
Denmark,DK,DNK,5806081,2020-03-18,24,129,Country_Website
Estonia,EE,EST,1324820,2020-03-18,,14,Country_API
Estonia,EE,EST,1324820,2020-03-18,0,,Surveillance
France,FR,FRA,67012883,2020-03-18,771,2972,Country_Website
Iceland,IS,ISL,356991,2020-03-18,0,6,Country_Website
Ireland,IE,IRL,4904240,2020-03-18,,80,Country_Website
Italy,IT,ITA,60359546,2020-03-18,2257,16620,Country_Github
Luxembourg,LU,LUX,613894,2020-03-18,0,0,Country_Website
Malta,MT,MLT,493559,2020-03-18,0,,Surveillance
Netherlands,NL,NLD,17282163,2020-03-18,230,,Other Website
Norway,NO,NOR,5328212,2020-03-18,,82,Country_API
Portugal,PT,PRT,10276617,2020-03-18,20,89,Country_Website
Slovenia,SI,SVN,2080908,2020-03-18,5,43,Country_Github
Belgium,BE,BEL,11455519,2020-03-17,100,497,Country_Website
Czechia,CZ,CZE,10649800,2020-03-17,4,50,Country_Website
Denmark,DK,DNK,5806081,2020-03-17,18,82,Country_Website
Estonia,EE,EST,1324820,2020-03-17,,10,Country_API
Estonia,EE,EST,1324820,2020-03-17,0,,Surveillance
France,FR,FRA,67012883,2020-03-17,699,2579,External_Github
Iceland,IS,ISL,356991,2020-03-17,2,5,Country_Website
Ireland,IE,IRL,4904240,2020-03-17,,61,Country_Website
Italy,IT,ITA,60359546,2020-03-17,2060,14954,Country_Github
Luxembourg,LU,LUX,613894,2020-03-17,0,0,Country_Website
Malta,MT,MLT,493559,2020-03-17,0,,Surveillance
Netherlands,NL,NLD,17282163,2020-03-17,181,,Other Website
Norway,NO,NOR,5328212,2020-03-17,,68,Country_API
Portugal,PT,PRT,10276617,2020-03-17,17,206,Country_Website
Slovenia,SI,SVN,2080908,2020-03-17,5,38,Country_Github
Belgium,BE,BEL,11455519,2020-03-16,79,370,Country_Website
Czechia,CZ,CZE,10649800,2020-03-16,2,18,Country_Website
Hungary,HU,HUN,9772756,2020-09-18,29,374,JRC
Ireland,IE,IRL,4904240,2020-09-18,15,80,Country_Website
Italy,IT,ITA,60359546,2020-09-18,208,2595,Country_Github
Latvia,LV,LVA,1919968,2020-09-18,,7,Country_Website
Luxembourg,LU,LUX,613894,2020-09-18,0,16,Country_Website
Netherlands,NL,NLD,17282163,2020-09-18,70,,Other Website
Norway,NO,NOR,5328212,2020-09-18,,16,Country_API
Poland,PL,POL,37972812,2020-09-18,,1925,Country_Website
Portugal,PT,PRT,10276617,2020-09-18,57,465,Country_Website
Romania,RO,ROU,19414458,2020-09-18,447,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-18,,121,JRC
Slovenia,SI,SVN,2080908,2020-09-18,11,67,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-18,,1171,Country_Website
