country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed_cases_count,deaths_count,source
Malta,MT,MLT,493559,2020-10-10,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-12,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-08-19,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-07-10,266,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-04-22,459,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-08-29,,1,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-22,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-13,,3,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-03-27,9181,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-25,2153,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-25,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-07-15,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-03-02,0,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-13,,2,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-08-17,594,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-09-25,83,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-15,,18,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-09-11,163,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-04,0,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-12,161,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-08-31,281,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-07-17,,20,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-04-16,28,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-17,274,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-07-19,,9,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-06-24,,3,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-04,45,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-09-16,860,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-03-27,39,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-04-17,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-17,,12,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-09-01,2141,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-08-02,120,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-28,,2,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-08-08,,15,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-08-09,,4,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-03-25,,1,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-05-20,22,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-20,,3,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-08-14,,17,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-06-23,418,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-03,402,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-04,1,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-02-09,0,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-04-14,,1,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-04-25,81,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-09-18,,16,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-09-30,,14,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-11,306,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-03,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-03-18,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-08-22,363,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-17,4,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-12,,4,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-01-05,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-06-29,,31,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-10-14,785,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-08-23,900,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-13,43,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-15,636,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-05-30,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-02-01,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-08-20,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-27,,2,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-03-19,39,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-10,35,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-01-24,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-02-21,0,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-05-23,,41,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-02,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-04-11,,1,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-02-23,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-08-25,,4,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-09,477,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-03-11,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-07-24,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-07-12,4,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-08-02,380,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-06-15,,1,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-06-18,,2,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-28,,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-06-05,865,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-22,200,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-10-06,,9,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-08-26,,16,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-06-13,,4,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-08-07,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-08-11,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-01-31,1,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-02-12,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-09-10,32,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-16,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-03-18,21,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-04-21,,1,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-01-16,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-18,,1,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-07,,3,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-06-30,1,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-16,21,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-03-26,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-09-10,754,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-09-20,187,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-10-02,,4,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-28,11,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-10-23,,16,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-30,107,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-17,2526,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-06-09,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-06-05,361,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-10-24,,121,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-06-18,,31,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-06-07,,1,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-18,,194,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-06-30,242,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-06-03,11,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-17,2075,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-09-20,61,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-10,0,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-04-24,,10,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-21,1519,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-14,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-10-05,,107,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-06-11,197,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-19,,6,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-10-16,114,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-01,2,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-10,,1,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-03-03,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-30,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-02-10,0,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-06-08,8,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-03-19,18,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-03-16,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-07,378,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-06-16,0,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-25,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-06,1673,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-10-14,,7,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-16,2866,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-09-10,,3,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-08-31,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-02-08,0,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-11,148,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-06-10,1,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-19,,146,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-08-16,,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-09-18,,10,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-15,31,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-05-10,138,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-19,,31,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-10-08,,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-27,78,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-04-20,28,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-06-01,,3,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-01-13,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-04,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-10,73,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-07-10,,14,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-06-21,,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-03-21,50,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-04-13,9,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-04-17,,17,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-10-20,,73,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-03-27,,78,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-29,,174,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-07,,4,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-10-13,56,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-14,927,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-09-13,135,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-06-24,,6,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-10-25,,14,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-28,360,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-03-31,,810,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-05-26,,2,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-05-11,,4,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-06-15,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-30,,169,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-05-29,,3,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-03-31,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-05,,4,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-03-02,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-14,,277,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-02-04,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-16,,280,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-07-20,,9,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-08,,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-09-05,132,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-08,,34,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-10-25,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-08-22,1392,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-05-04,,8,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-17,6,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-07-21,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-10-24,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-03-21,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-03,,4,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-07-28,168,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-05-21,1,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-04-20,25,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-03-03,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-06-24,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-03,8863,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-27,927,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-10-15,,9,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-04-15,2774,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-04-13,,1,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-03,,27,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-01,,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-10-15,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-09-24,,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-08,27,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-08-22,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-08-18,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-06-10,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-08-26,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-01-23,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-10-25,,174,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-04,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-06-22,,31,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-10-01,,5,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-09,6562,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-06-02,0,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-28,,3,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-23,951,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-09,,6,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-05-05,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-31,635,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-05-31,6,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-03-16,76,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-03-26,606,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-27,,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-03-19,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-04-22,6,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-06-14,,1,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-06-21,76,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-08-27,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-05,11,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-29,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-06-06,930,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-03-10,0,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-02,,12,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-04-13,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-04-10,,1,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-07-15,0,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-24,9434,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-05-26,21,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-03-23,,47,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-04-12,,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-05-03,96,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-09-21,11569,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-17,,3,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-06-07,878,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-09-17,141,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-09-30,,13,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-30,,3,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-17,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-21,,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-10-05,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-07-29,102,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-04-16,3820,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-14,,2,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-10-08,,35,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-26,24,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-07-17,10,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-18,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-08-21,,4,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-07,,6,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-09-20,0,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-04-08,195,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-18,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-17,3,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-06-29,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-21,2,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-26,,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-08-31,,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-13,,2,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-07-11,,11,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-03-05,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-08-04,,9,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-10-05,571,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-07-01,0,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-03-27,25,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-07-28,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-05-11,79,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-24,162,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-09-12,158,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-04-28,,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-05-31,894,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-15,3,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-01,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-06-11,,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-10-16,3,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-07-24,,3,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-27,27,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-26,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-26,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-08,161,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-24,,3,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-07-15,100,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-03-11,116,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-05-18,,3,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-16,,32,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-23,,37,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-04-20,,0,"Epidemic intelligence, national daily data"
